File,Line,Index,Context
William_Harvey_Lillard.html,81,178,"=""external text"" href=""http://data.memberclicks.com/site/ahc/Chi"
William_Harvey_Lillard.html,129,40,"d=""catlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-no"
William_Harvey_Lillard.html,212,1039,"ase""><a href=""https://www.wikidata.org/wiki/Q8010993"" title=""Lin"
William_Harvey_Lillard.html,212,1088,"993"" title=""Link to connected data repository item [g]"" accesske"
William_Harvey_Lillard.html,212,1132,"y item [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite"">"
William_Harvey_Lillard.html,229,124,"ink""><a href=""https://www.wikidata.org/wiki/Q8010993#sitelinks-w"
William_Henry_Porter.html,48,315,".svg/24px-PD-icon.svg.png 2x"" data-file-width=""196"" data-file-he"
William_Henry_Porter.html,48,337,"png 2x"" data-file-width=""196"" data-file-height=""196"" />&#160;Thi"
William_Henry_Porter.html,88,40,"d=""catlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-no"
William_Henry_Porter.html,171,1031,"ase""><a href=""https://www.wikidata.org/wiki/Q19867883"" title=""Li"
William_Henry_Porter.html,171,1081,"883"" title=""Link to connected data repository item [g]"" accesske"
William_Henry_Porter.html,171,1125,"y item [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite"">"
William_Henry_Porter.html,188,124,"ink""><a href=""https://www.wikidata.org/wiki/Q19867883#sitelinks-"
William_McDonald_(Australian_politician).html,48,438,"arquhar""</a>. <i>re-member: a database of all Victorian MPs sinc"
William_McDonald_(Australian_politician).html,48,981,amp;rft.jtitle=re-member%3A+a+database+of+all+Victorian+MPs+sinc
William_McDonald_(Australian_politician).html,117,40,"d=""catlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-no"
William_McDonald_(Australian_politician).html,200,1111,"ase""><a href=""https://www.wikidata.org/wiki/Q21664734"" title=""Li"
William_McDonald_(Australian_politician).html,200,1161,"734"" title=""Link to connected data repository item [g]"" accesske"
William_McDonald_(Australian_politician).html,200,1205,"y item [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite"">"
William_McDonald_(Australian_politician).html,217,124,"ink""><a href=""https://www.wikidata.org/wiki/Q21664734#sitelinks-"
William_Samuel_Viner.html,57,18,"<table class=""metadata plainlinks stub"" role=""presen"
William_Samuel_Viner.html,59,362,"ss.svg/50px-Chess.svg.png 2x"" data-file-width=""256"" data-file-he"
William_Samuel_Viner.html,59,384,"png 2x"" data-file-width=""256"" data-file-height=""256"" /></a> <a h"
William_Samuel_Viner.html,59,841,"Flag_of_Australia.svg.png 2x"" data-file-width=""1280"" data-file-h"
William_Samuel_Viner.html,59,864,"ng 2x"" data-file-width=""1280"" data-file-height=""640"" /></a></td>"
William_Samuel_Viner.html,107,40,"d=""catlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-no"
William_Samuel_Viner.html,190,1031,"ase""><a href=""https://www.wikidata.org/wiki/Q8018087"" title=""Lin"
William_Samuel_Viner.html,190,1080,"087"" title=""Link to connected data repository item [g]"" accesske"
William_Samuel_Viner.html,190,1124,"y item [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite"">"
William_Samuel_Viner.html,207,124,"ink""><a href=""https://www.wikidata.org/wiki/Q8018087#sitelinks-w"
William_de_Pembroke.html,228,516,"eter-28Ap11-wyrdlight.jpg 2x"" data-file-width=""1500"" data-file-h"
William_de_Pembroke.html,228,539,"pg 2x"" data-file-width=""1500"" data-file-height=""1100"" /></a></di"
William_de_Pembroke.html,284,18,"<table class=""metadata plainlinks stub"" role=""presen"
William_de_Pembroke.html,286,423,"px-Praising-hands.svg.png 2x"" data-file-width=""200"" data-file-he"
William_de_Pembroke.html,286,445,"png 2x"" data-file-width=""200"" data-file-height=""200"" /></a></td>"
William_de_Pembroke.html,298,18,"<table class=""metadata plainlinks stub"" role=""presen"
William_de_Pembroke.html,300,430,"x-Christian_cross.svg.png 2x"" data-file-width=""404"" data-file-he"
William_de_Pembroke.html,300,452,"png 2x"" data-file-width=""404"" data-file-height=""564"" /></a></td>"
William_de_Pembroke.html,349,40,"d=""catlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-no"
William_de_Pembroke.html,432,1027,"ase""><a href=""https://www.wikidata.org/wiki/Q8020813"" title=""Lin"
William_de_Pembroke.html,432,1076,"813"" title=""Link to connected data repository item [g]"" accesske"
William_de_Pembroke.html,432,1120,"y item [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite"">"
William_de_Pembroke.html,449,124,"ink""><a href=""https://www.wikidata.org/wiki/Q8020813#sitelinks-w"
Wilson_Global_Explorer.html,6,461,"ith local link same as on Wikidata"",""United States civil utility"
Wilson_Global_Explorer.html,49,889,"NM_25.06.95R_edited-2.jpg 2x"" data-file-width=""1100"" data-file-h"
Wilson_Global_Explorer.html,49,912,"pg 2x"" data-file-width=""1100"" data-file-height=""756"" /></a></td>"
Wilson_Global_Explorer.html,113,841,"NM_25.06.95R_edited-2.jpg 2x"" data-file-width=""1100"" data-file-h"
Wilson_Global_Explorer.html,113,864,"pg 2x"" data-file-width=""1100"" data-file-height=""738"" /></a>"
Wilson_Global_Explorer.html,120,40,"font-size: 90%; margin:0;""><i>Data from</i> coastcomp.com</p>"
Wilson_Global_Explorer.html,155,421,"59px-Commons-logo.svg.png 2x"" data-file-width=""1024"" data-file-h"
Wilson_Global_Explorer.html,155,444,"ng 2x"" data-file-width=""1024"" data-file-height=""1376"" /></a></td"
Wilson_Global_Explorer.html,160,127,>Website with photographs and data on the Global Explorer</a></l
Wilson_Global_Explorer.html,189,37,21.709      1 Template:Wikidata_image
Wilson_Global_Explorer.html,199,40,"d=""catlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-no"
Wilson_Global_Explorer.html,199,804,"ith_local_link_same_as_on_Wikidata"" title=""Category:Commons cate"
Wilson_Global_Explorer.html,199,874,"ith local link same as on Wikidata"">Commons category with local"
Wilson_Global_Explorer.html,199,928,ith local link same as on Wikidata</a></li></ul></div></div>
Wilson_Global_Explorer.html,282,1039,"ase""><a href=""https://www.wikidata.org/wiki/Q8023068"" title=""Lin"
Wilson_Global_Explorer.html,282,1088,"068"" title=""Link to connected data repository item [g]"" accesske"
Wilson_Global_Explorer.html,282,1132,"y item [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite"">"
Wilson_Global_Explorer.html,307,125,"ink""><a href=""https://www.wikidata.org/wiki/Q8023068#sitelinks-w"
Wilson_Global_Explorer.html,334,821,"21.709      1 Template:Wikidata_image"",""  8.42%   13.898"
WintersWimberley_House.html,6,474,"h no URL"",""Coordinates on Wikidata"",""All stub articles"",""Houses"
WintersWimberley_House.html,59,479,"00px-WintersWimberly1.jpg 2x"" data-file-width=""4272"" data-file-h"
WintersWimberley_House.html,59,502,"pg 2x"" data-file-width=""4272"" data-file-height=""2848"" /></a></td"
WintersWimberley_House.html,67,609,"exas_location_map.svg.png 2x"" data-file-width=""1500"" data-file-h"
WintersWimberley_House.html,67,632,"ng 2x"" data-file-width=""1500"" data-file-height=""1484"" /></a>"
WintersWimberley_House.html,69,415,".svg/14px-Red_pog.svg.png 2x"" data-file-width=""64"" data-file-hei"
WintersWimberley_House.html,69,436,".png 2x"" data-file-width=""64"" data-file-height=""64"" /></div>"
WintersWimberley_House.html,78,604,"edcp_location_map.svg.png 2x"" data-file-width=""1181"" data-file-h"
WintersWimberley_House.html,78,627,"ng 2x"" data-file-width=""1181"" data-file-height=""731"" /></a>"
WintersWimberley_House.html,80,415,".svg/14px-Red_pog.svg.png 2x"" data-file-width=""64"" data-file-hei"
WintersWimberley_House.html,80,436,".png 2x"" data-file-width=""64"" data-file-height=""64"" /></div>"
WintersWimberley_House.html,95,310,"aps, aerial photos, and other data for this location""><span clas"
WintersWimberley_House.html,95,560,"aps, aerial photos, and other data for this location"">29.99806°N"
WintersWimberley_House.html,95,1153,"aps, aerial photos, and other data for this location""><span clas"
WintersWimberley_House.html,95,1403,"aps, aerial photos, and other data for this location"">29.99806°N"
WintersWimberley_House.html,124,438,"focus.nps.gov/natreg/docs/All_Data.html"">""National Register Info"
WintersWimberley_House.html,124,863,nps.gov%2Fnatreg%2Fdocs%2FAll_Data.html&amp;rft.jtitle=National+
WintersWimberley_House.html,277,360,"2px-Portal-puzzle.svg.png 2x"" data-file-width=""32"" data-file-hei"
WintersWimberley_House.html,277,381,".png 2x"" data-file-width=""32"" data-file-height=""28"" /> <a href="""
WintersWimberley_House.html,278,373,"/32px-People_icon.svg.png 2x"" data-file-width=""100"" data-file-he"
WintersWimberley_House.html,278,395,"png 2x"" data-file-width=""100"" data-file-height=""100"" /> <a href="
WintersWimberley_House.html,286,18,"<table class=""metadata plainlinks stub"" role=""presen"
WintersWimberley_House.html,288,383,"5.jpg/80px-Alamo-0705.jpg 2x"" data-file-width=""3456"" data-file-h"
WintersWimberley_House.html,288,406,"pg 2x"" data-file-width=""3456"" data-file-height=""2304"" /></a></td"
WintersWimberley_House.html,337,40,"d=""catlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-no"
WintersWimberley_House.html,337,1418,"i/Category:Coordinates_on_Wikidata"" title=""Category:Coordinates"
WintersWimberley_House.html,337,1459,"=""Category:Coordinates on Wikidata"">Coordinates on Wikidata</a><"
WintersWimberley_House.html,337,1484,"Wikidata"">Coordinates on Wikidata</a></li><li><a href=""/wiki/Ca"
WintersWimberley_House.html,420,1043,"ase""><a href=""https://www.wikidata.org/wiki/Q8026500"" title=""Lin"
WintersWimberley_House.html,420,1092,"500"" title=""Link to connected data repository item [g]"" accesske"
WintersWimberley_House.html,420,1136,"y item [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite"">"
WintersWimberley_House.html,437,124,"ink""><a href=""https://www.wikidata.org/wiki/Q8026500#sitelinks-w"
Wolfgang_Lutz.html,49,509,"0px-LUTZ_Pressefoto_4.jpg 2x"" data-file-width=""899"" data-file-he"
Wolfgang_Lutz.html,49,531,"jpg 2x"" data-file-width=""899"" data-file-height=""1180"" /></a></td"
Wolfgang_Lutz.html,166,40,"d=""catlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-no"
Wolfgang_Lutz.html,249,1003,"ase""><a href=""https://www.wikidata.org/wiki/Q2590485"" title=""Lin"
Wolfgang_Lutz.html,249,1052,"485"" title=""Link to connected data repository item [g]"" accesske"
Wolfgang_Lutz.html,249,1096,"y item [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite"">"
Wolfgang_Lutz.html,274,125,"ink""><a href=""https://www.wikidata.org/wiki/Q2590485#sitelinks-w"
Women27s_javelin_throw_world_record_progression.html,56,475,"he_Czech_Republic.svg.png 2x"" data-file-width=""900"" data-file-he"
Women27s_javelin_throw_world_record_progression.html,56,497,"png 2x"" data-file-width=""900"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,63,475,"he_Czech_Republic.svg.png 2x"" data-file-width=""900"" data-file-he"
Women27s_javelin_throw_world_record_progression.html,63,497,"png 2x"" data-file-width=""900"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,70,475,"he_Czech_Republic.svg.png 2x"" data-file-width=""900"" data-file-he"
Women27s_javelin_throw_world_record_progression.html,70,497,"png 2x"" data-file-width=""900"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,77,394,"x-Flag_of_Germany.svg.png 2x"" data-file-width=""1000"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,77,417,"ng 2x"" data-file-width=""1000"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,84,394,"x-Flag_of_Germany.svg.png 2x"" data-file-width=""1000"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,84,417,"ng 2x"" data-file-width=""1000"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,91,394,"x-Flag_of_Germany.svg.png 2x"" data-file-width=""1000"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,91,417,"ng 2x"" data-file-width=""1000"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,98,394,"x-Flag_of_Germany.svg.png 2x"" data-file-width=""1000"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,98,417,"ng 2x"" data-file-width=""1000"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,105,394,"x-Flag_of_Germany.svg.png 2x"" data-file-width=""1000"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,105,417,"ng 2x"" data-file-width=""1000"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,112,454,"the_United_States.svg.png 2x"" data-file-width=""1235"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,112,477,"ng 2x"" data-file-width=""1235"" data-file-height=""650"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,119,607,"5%E2%80%931945%29.svg.png 2x"" data-file-width=""1000"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,119,630,"ng 2x"" data-file-width=""1000"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,126,409,"x-Flag_of_Austria.svg.png 2x"" data-file-width=""900"" data-file-he"
Women27s_javelin_throw_world_record_progression.html,126,431,"png 2x"" data-file-width=""900"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,133,409,"x-Flag_of_Austria.svg.png 2x"" data-file-width=""900"" data-file-he"
Women27s_javelin_throw_world_record_progression.html,133,431,"png 2x"" data-file-width=""900"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,140,463,"_the_Soviet_Union.svg.png 2x"" data-file-width=""1200"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,140,486,"ng 2x"" data-file-width=""1200"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,147,463,"_the_Soviet_Union.svg.png 2x"" data-file-width=""1200"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,147,486,"ng 2x"" data-file-width=""1200"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,154,463,"_the_Soviet_Union.svg.png 2x"" data-file-width=""1200"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,154,486,"ng 2x"" data-file-width=""1200"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,161,463,"_the_Soviet_Union.svg.png 2x"" data-file-width=""1200"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,161,486,"ng 2x"" data-file-width=""1200"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,168,463,"_the_Soviet_Union.svg.png 2x"" data-file-width=""1200"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,168,486,"ng 2x"" data-file-width=""1200"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,175,475,"he_Czech_Republic.svg.png 2x"" data-file-width=""900"" data-file-he"
Women27s_javelin_throw_world_record_progression.html,175,497,"png 2x"" data-file-width=""900"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,182,406,"Flag_of_Australia.svg.png 2x"" data-file-width=""1280"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,182,429,"ng 2x"" data-file-width=""1280"" data-file-height=""640"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,189,463,"_the_Soviet_Union.svg.png 2x"" data-file-width=""1200"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,189,486,"ng 2x"" data-file-width=""1200"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,196,463,"_the_Soviet_Union.svg.png 2x"" data-file-width=""1200"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,196,486,"ng 2x"" data-file-width=""1200"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,203,463,"_the_Soviet_Union.svg.png 2x"" data-file-width=""1200"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,203,486,"ng 2x"" data-file-width=""1200"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,210,463,"_the_Soviet_Union.svg.png 2x"" data-file-width=""1200"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,210,486,"ng 2x"" data-file-width=""1200"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,217,463,"_the_Soviet_Union.svg.png 2x"" data-file-width=""1200"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,217,486,"ng 2x"" data-file-width=""1200"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,224,388,"px-Flag_of_Poland.svg.png 2x"" data-file-width=""1280"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,224,411,"ng 2x"" data-file-width=""1280"" data-file-height=""800"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,231,439,"g_of_East_Germany.svg.png 2x"" data-file-width=""1000"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,231,462,"ng 2x"" data-file-width=""1000"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,238,439,"g_of_East_Germany.svg.png 2x"" data-file-width=""1000"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,238,462,"ng 2x"" data-file-width=""1000"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,245,439,"g_of_East_Germany.svg.png 2x"" data-file-width=""1000"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,245,462,"ng 2x"" data-file-width=""1000"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,252,439,"g_of_East_Germany.svg.png 2x"" data-file-width=""1000"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,252,462,"ng 2x"" data-file-width=""1000"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,259,454,"the_United_States.svg.png 2x"" data-file-width=""1235"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,259,477,"ng 2x"" data-file-width=""1235"" data-file-height=""650"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,266,439,"g_of_East_Germany.svg.png 2x"" data-file-width=""1000"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,266,462,"ng 2x"" data-file-width=""1000"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,273,439,"g_of_East_Germany.svg.png 2x"" data-file-width=""1000"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,273,462,"ng 2x"" data-file-width=""1000"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,280,463,"_the_Soviet_Union.svg.png 2x"" data-file-width=""1200"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,280,486,"ng 2x"" data-file-width=""1200"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,287,415,"-Flag_of_Bulgaria.svg.png 2x"" data-file-width=""1000"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,287,438,"ng 2x"" data-file-width=""1000"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,294,409,"x-Flag_of_Finland.svg.png 2x"" data-file-width=""1800"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,294,432,"ng 2x"" data-file-width=""1800"" data-file-height=""1100"" />&#160;</"
Women27s_javelin_throw_world_record_progression.html,301,403,"px-Flag_of_Greece.svg.png 2x"" data-file-width=""600"" data-file-he"
Women27s_javelin_throw_world_record_progression.html,301,425,"png 2x"" data-file-width=""600"" data-file-height=""400"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,308,409,"x-Flag_of_Finland.svg.png 2x"" data-file-width=""1800"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,308,432,"ng 2x"" data-file-width=""1800"" data-file-height=""1100"" />&#160;</"
Women27s_javelin_throw_world_record_progression.html,315,439,"g_of_East_Germany.svg.png 2x"" data-file-width=""1000"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,315,462,"ng 2x"" data-file-width=""1000"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,322,439,"g_of_East_Germany.svg.png 2x"" data-file-width=""1000"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,322,462,"ng 2x"" data-file-width=""1000"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,329,460,"he_United_Kingdom.svg.png 2x"" data-file-width=""1200"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,329,483,"ng 2x"" data-file-width=""1200"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,336,439,"g_of_East_Germany.svg.png 2x"" data-file-width=""1000"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,336,462,"ng 2x"" data-file-width=""1000"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,343,439,"g_of_East_Germany.svg.png 2x"" data-file-width=""1000"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,343,462,"ng 2x"" data-file-width=""1000"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,362,403,"px-Flag_of_Greece.svg.png 2x"" data-file-width=""600"" data-file-he"
Women27s_javelin_throw_world_record_progression.html,362,425,"png 2x"" data-file-width=""600"" data-file-height=""400"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,369,403,"px-Flag_of_Norway.svg.png 2x"" data-file-width=""1100"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,369,426,"ng 2x"" data-file-width=""1100"" data-file-height=""800"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,376,403,"px-Flag_of_Norway.svg.png 2x"" data-file-width=""1100"" data-file-h"
Women27s_javelin_throw_world_record_progression.html,376,426,"ng 2x"" data-file-width=""1100"" data-file-height=""800"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,383,391,"46px-Flag_of_Cuba.svg.png 2x"" data-file-width=""800"" data-file-he"
Women27s_javelin_throw_world_record_progression.html,383,413,"png 2x"" data-file-width=""800"" data-file-height=""400"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,390,391,"46px-Flag_of_Cuba.svg.png 2x"" data-file-width=""800"" data-file-he"
Women27s_javelin_throw_world_record_progression.html,390,413,"png 2x"" data-file-width=""800"" data-file-height=""400"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,397,475,"he_Czech_Republic.svg.png 2x"" data-file-width=""900"" data-file-he"
Women27s_javelin_throw_world_record_progression.html,397,497,"png 2x"" data-file-width=""900"" data-file-height=""600"" />&#160;</s"
Women27s_javelin_throw_world_record_progression.html,654,41,4.520      1 Template:Country_data_Czechoslovakia
Women27s_javelin_throw_world_record_progression.html,662,40,"d=""catlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-no"
Women27s_javelin_throw_world_record_progression.html,745,1143,"ase""><a href=""https://www.wikidata.org/wiki/Q3922790"" title=""Lin"
Women27s_javelin_throw_world_record_progression.html,745,1192,"790"" title=""Link to connected data repository item [g]"" accesske"
Women27s_javelin_throw_world_record_progression.html,745,1236,"y item [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite"">"
Women27s_javelin_throw_world_record_progression.html,762,125,"ink""><a href=""https://www.wikidata.org/wiki/Q3922790#sitelinks-w"
Women27s_javelin_throw_world_record_progression.html,789,890,"4.520      1 Template:Country_data_Czechoslovakia"",""  3.81%    4"
Woodward_Dream_Cruise.html,6,622,"ith local link same as on Wikidata"",""Michigan articles missing g"
Woodward_Dream_Cruise.html,6,669,"rticles missing geocoordinate data"",""All articles needing coordi"
Woodward_Dream_Cruise.html,49,535,"07_Dream_Cruise_photo.jpg 2x"" data-file-width=""2720"" data-file-h"
Woodward_Dream_Cruise.html,49,558,"pg 2x"" data-file-width=""2720"" data-file-height=""2040"" /></a>"
Woodward_Dream_Cruise.html,101,523,"erkley_Custom_Cop_Car.jpg 2x"" data-file-width=""2000"" data-file-h"
Woodward_Dream_Cruise.html,101,546,"pg 2x"" data-file-width=""2000"" data-file-height=""1500"" /></a>"
Woodward_Dream_Cruise.html,113,568,"ergio_luiz_ara_01.svg.png 2x"" data-file-width=""563"" data-file-he"
Woodward_Dream_Cruise.html,113,590,"png 2x"" data-file-width=""563"" data-file-height=""219"" /></span><s"
Woodward_Dream_Cruise.html,114,576,"uscle_car_Detroit.svg.png 2x"" data-file-width=""488"" data-file-he"
Woodward_Dream_Cruise.html,114,598,"png 2x"" data-file-width=""488"" data-file-height=""257"" /></a></spa"
Woodward_Dream_Cruise.html,135,421,"59px-Commons-logo.svg.png 2x"" data-file-width=""1024"" data-file-h"
Woodward_Dream_Cruise.html,135,444,"ng 2x"" data-file-width=""1024"" data-file-height=""1376"" /></a></td"
Woodward_Dream_Cruise.html,186,550,"Large_Detroit_Landsat.jpg 2x"" data-file-width=""800"" data-file-he"
Woodward_Dream_Cruise.html,186,572,"jpg 2x"" data-file-width=""800"" data-file-height=""800"" /></a></div"
Woodward_Dream_Cruise.html,345,415,"-Flag_of_Michigan.svg.png 2x"" data-file-width=""685"" data-file-he"
Woodward_Dream_Cruise.html,345,437,"png 2x"" data-file-width=""685"" data-file-height=""457"" />&#160;</s"
Woodward_Dream_Cruise.html,346,454,"the_United_States.svg.png 2x"" data-file-width=""1235"" data-file-h"
Woodward_Dream_Cruise.html,346,477,"ng 2x"" data-file-width=""1235"" data-file-height=""650"" />&#160;</s"
Woodward_Dream_Cruise.html,353,37,"n id=""coordinates"" class=""metadata coord-missing""></span></p>"
Woodward_Dream_Cruise.html,391,40,"d=""catlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-no"
Woodward_Dream_Cruise.html,391,2545,"ith_local_link_same_as_on_Wikidata"" title=""Category:Commons cate"
Woodward_Dream_Cruise.html,391,2615,"ith local link same as on Wikidata"">Commons category with local"
Woodward_Dream_Cruise.html,391,2669,"ith local link same as on Wikidata</a></li><li><a href=""/wiki/Ca"
Woodward_Dream_Cruise.html,391,2750,"rticles_missing_geocoordinate_data"" title=""Category:Michigan art"
Woodward_Dream_Cruise.html,391,2812,"rticles missing geocoordinate data"">Michigan articles missing ge"
Woodward_Dream_Cruise.html,391,2858,"rticles missing geocoordinate data</a></li><li><a href=""/wiki/Ca"
Woodward_Dream_Cruise.html,474,1035,"ase""><a href=""https://www.wikidata.org/wiki/Q4053230"" title=""Lin"
Woodward_Dream_Cruise.html,474,1084,"230"" title=""Link to connected data repository item [g]"" accesske"
Woodward_Dream_Cruise.html,474,1128,"y item [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite"">"
Woodward_Dream_Cruise.html,499,125,"ink""><a href=""https://www.wikidata.org/wiki/Q4053230#sitelinks-w"
Work_domain_analysis.html,43,102,"><table class=""plainlinks metadata ambox ambox-content ambox-mul"
Work_domain_analysis.html,46,386,"x-Ambox_important.svg.png 2x"" data-file-width=""40"" data-file-hei"
Work_domain_analysis.html,46,407,".png 2x"" data-file-width=""40"" data-file-height=""40"" /></div>"
Work_domain_analysis.html,51,29,"<table class=""plainlinks metadata ambox ambox-content ambox-Ref"
Work_domain_analysis.html,54,441,"Question_book-new.svg.png 2x"" data-file-width=""512"" data-file-he"
Work_domain_analysis.html,54,463,"png 2x"" data-file-width=""512"" data-file-height=""399"" /></a></div"
Work_domain_analysis.html,59,29,"<table class=""plainlinks metadata ambox ambox-style ambox-More_"
Work_domain_analysis.html,62,512,"red_question_mark.svg.png 2x"" data-file-width=""48"" data-file-hei"
Work_domain_analysis.html,62,533,".png 2x"" data-file-width=""48"" data-file-height=""48"" /></div>"
Work_domain_analysis.html,72,1137,tructed based upon a range of data collection opportunities. The
Work_domain_analysis.html,72,1178,tion opportunities. The exact data collection procedure is depen
